Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_control_1_S2-A1_1_9734.d	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_control_2_S2-A2_1_9735.d	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_control_3_S2-A3_1_9736.d	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_troponin_1_S2-A4_1_9737.d	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_troponin_2_S2-A5_1_9738.d	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_troponin_3_S2-A6_1_9739.d
Q07666	Q07666	KHDR1_HUMAN	KHDRBS1	KH domain-containing, RNA-binding, signal transduction-associated protein 1	1243.75	1165.3	938.779	1052.49	1886.17	1719.48
Q07812	Q07812	BAX_HUMAN	BAX	Apoptosis regulator BAX	768.118	1098.96	891.996	1142.08	1858.61	2233.7
Q07866	Q07866	KLC1_HUMAN	KLC1	Kinesin light chain 1	1093.1		819.362	1077.54		1306.8
Q07955	Q07955	SRSF1_HUMAN	SRSF1	Serine/arginine-rich splicing factor 1	1540.96	1303.37	1033.17	2321.29	2026.6	
Q07960	Q07960	RHG01_HUMAN	ARHGAP1	Rho GTPase-activating protein 1	1170.65	512.772	671.601	1476.32	1812.96	
Q08043	Q08043	ACTN3_HUMAN	ACTN3	Alpha-actinin-3	35912.3	2860.48	47079.5	9791.81	8920.32	44855.9
Q08209	Q08209	PP2BA_HUMAN	PPP3CA	Protein phosphatase 3 catalytic subunit alpha			633.086	750.916	986.155	306.048
Q08211	Q08211	DHX9_HUMAN	DHX9	ATP-dependent RNA helicase A	1304.13	1453.08	1203.38	4470.94	2551.22	3675.96
Q08257	Q08257	QOR_HUMAN	CRYZ	Quinone oxidoreductase	7265.67	7956.1	7125.52	8106.63	7143.01	6607.42
Q08495	Q08495	DEMA_HUMAN	DMTN	Dematin		1412.96	2541.69		2218.44	2864.35
Q08623	Q08623	HDHD1_HUMAN	PUDP	Pseudouridine-5'-phosphatase	4337.75	4823.29	4143.12	3630.47	6302.26	5019.4
Q08J23	Q08J23	NSUN2_HUMAN	NSUN2	RNA cytosine C(5)-methyltransferase NSUN2		781.74			749.167	
Q09666	Q09666	AHNK_HUMAN	AHNAK	Neuroblast differentiation-associated protein AHNAK	13430.6	15088.4	12481.3	12309.2	31156.5	36641.1
Q0VAK6	Q0VAK6	LMOD3_HUMAN	LMOD3	Leiomodin-3	2833.92	2610.93	3149.61	2608.87	3737.09	3594.9
Q0VDG4	Q0VDG4	SCRN3_HUMAN	SCRN3	Secernin-3	1376.18	1674.97	1340.52	731.757	1445.36	781.461
Q0ZGT2	Q0ZGT2	NEXN_HUMAN	NEXN	Nexilin	3806.07	4392.34	4596.68	3181.93	8050.61	10724.8
Q10589	Q10589	BST2_HUMAN	BST2	Bone marrow stromal antigen 2	4575.1	3782.5	3424.9			7549.61
Q10713	Q10713	MPPA_HUMAN	PMPCA	Mitochondrial-processing peptidase subunit alpha	2387.28	3333.18	3674.54	4898.25	2832.84	4108.78
Q12768	Q12768	WASC5_HUMAN	WASHC5	WASH complex subunit 5		3780.69				
Q12797	Q12797	ASPH_HUMAN	ASPH	Aspartyl/asparaginyl beta-hydroxylase	915.809		487.72			
Q12846	Q12846	STX4_HUMAN	STX4	Syntaxin-4	1416.32	2238.01	2580.25			
Q12849	Q12849	GRSF1_HUMAN	GRSF1	G-rich sequence factor 1			1080.26			
Q12904	Q12904	AIMP1_HUMAN	AIMP1	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1	2453.79	2908.19	2045.98	2206.92	3377.83	2543.31
Q12906	Q12906	ILF3_HUMAN	ILF3	Interleukin enhancer-binding factor 3	1406.22			1908.75	3033.62	5394.06
Q12907	Q12907	LMAN2_HUMAN	LMAN2	Vesicular integral-membrane protein VIP36	1827.9	1317.38	1389.72	1823.98	1019.4	1265.96
Q12931	Q12931	TRAP1_HUMAN	TRAP1	Heat shock protein 75 kDa, mitochondrial	3855.45	5042.85	4183.12	4680.72	2823.01	2966.43
Q12983	Q12983	BNIP3_HUMAN	BNIP3	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3	1032.9	1327.26				
Q12988	Q12988	HSPB3_HUMAN	HSPB3	Heat shock protein beta-3	6856.5	9305.49	6210.35	11316.7	14220	21822.4
Q13011	Q13011	ECH1_HUMAN	ECH1	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	17902.2	13468.7	11880.7	20818.4	27037.9	28532.7
Q13033	Q13033	STRN3_HUMAN	STRN3	Striatin-3	1151.51	782.864	1086.12	1180.95	2435.48	1510.99
Q13057	Q13057	COASY_HUMAN	COASY	Bifunctional coenzyme A synthase	2192.52	2512.07	1724.38	3811.16	1416.74	3330.68
Q13061	Q13061	TRDN_HUMAN	TRDN	Triadin			688.116			
Q13098	Q13098	CSN1_HUMAN	GPS1	COP9 signalosome complex subunit 1	3168.58	3499.88	3820.69	2973.79	2105.37	1933.38
Q13126	Q13126	MTAP_HUMAN	MTAP	S-methyl-5'-thioadenosine phosphorylase	2251.68		1213.88			
Q13151	Q13151	ROA0_HUMAN	HNRNPA0	Heterogeneous nuclear ribonucleoprotein A0	1646.23	2626.26	1762.11	2987.01	4815.04	6283.03
Q13153	Q13153	PAK1_HUMAN	PAK1	Serine/threonine-protein kinase PAK 1	587.339	1198.47	868.414			
Q13155	Q13155	AIMP2_HUMAN	AIMP2	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	3565.81	4630.81	3738.01	2362.71	4423.46	3342.09
Q13162	Q13162	PRDX4_HUMAN	PRDX4	Peroxiredoxin-4	3686.39	3581.7	2763.93	2968.89	4439.75	5837.02
Q13177	Q13177	PAK2_HUMAN	PAK2	Serine/threonine-protein kinase PAK 2	2337.65	1919.57	1837.09	4123.01	1767.49	2064.64
Q13185	Q13185	CBX3_HUMAN	CBX3	Chromobox protein homolog 3	591.525					890.399
Q13200	Q13200	PSMD2_HUMAN	PSMD2	26S proteasome non-ATPase regulatory subunit 2	6682.58	6698.5	6840.05	6354.99	9158.78	7711.44
Q13203	Q13203	MYBPH_HUMAN	MYBPH	Myosin-binding protein H	2595.67	8751.23	6928.24	2159.18	10774	8210.61
Q13228	Q13228	SBP1_HUMAN	SELENBP1	Methanethiol oxidase	15116.3	13869	20954.4	17211.4	14979.2	27302.7
Q13263	Q13263	TIF1B_HUMAN	TRIM28	Transcription intermediary factor 1-beta	1194.48	1456.52	784.647	4142.16		3248.48
Q13283	Q13283	G3BP1_HUMAN	G3BP1	Ras GTPase-activating protein-binding protein 1	1941.87	2365.39	1651.48	3043.6	1407.37	3573.74
Q13310	Q13310	PABP4_HUMAN	PABPC4	Polyadenylate-binding protein 4	6905.25	6406.05	7875.93	5004.62	5355.04	5371.27
Q13326	Q13326	SGCG_HUMAN	SGCG	Gamma-sarcoglycan	10627.7	10254.4	8144.71	15847.2		10982.3
Q13347	Q13347	EIF3I_HUMAN	EIF3I	Eukaryotic translation initiation factor 3 subunit I	1763.93	3045.63	2998.54	2879.99	3117.55	4501.91
Q13363	Q13363	CTBP1_HUMAN	CTBP1	C-terminal-binding protein 1	1202.46	1777.84	1480.48	1641.02	2016.6	3147.54
Q13409	Q13409	DC1I2_HUMAN	DYNC1I2	Cytoplasmic dynein 1 intermediate chain 2	812.368	2945.81	1893.59			4117.86
Q13418	Q13418	ILK_HUMAN	ILK	Integrin-linked protein kinase	2047.69		2065.41	2816.91	6465.27	7469.62
Q13423	Q13423	NNTM_HUMAN	NNT	NAD(P) transhydrogenase, mitochondrial	56940.8	39266.3	59357.4	15838	40189.2	12839.1
Q13424	Q13424	SNTA1_HUMAN	SNTA1	Alpha-1-syntrophin	2976.55	3200.2	2881.18	5876.55	3044.88	4359.24
Q13425	Q13425	SNTB2_HUMAN	SNTB2	Beta-2-syntrophin	1780.23	3511.83	1609.12	2896.71	2094.67	2883.49
Q13435	Q13435	SF3B2_HUMAN	SF3B2	Splicing factor 3B subunit 2		1382.93	533.926	1441.66	1492.13	1778.18
Q13439	Q13439	GOGA4_HUMAN	GOLGA4	Golgin subfamily A member 4	3926.36	2131.18	5575.71		1179.6	
Q13442	Q13442	HAP28_HUMAN	PDAP1	28 kDa heat- and acid-stable phosphoprotein	8039.43	9431.51	7559.61	5343.07	6520.01	6830.92
Q13451	Q13451	FKBP5_HUMAN	FKBP5	Peptidyl-prolyl cis-trans isomerase FKBP5	763.236	830.789	879.967			
Q13492	Q13492	PICAL_HUMAN	PICALM	Phosphatidylinositol-binding clathrin assembly protein		360.07				854.435
Q13496	Q13496	MTM1_HUMAN	MTM1	Myotubularin	1365.18	430.838	173.097			
Q13501	Q13501	SQSTM_HUMAN	SQSTM1	Sequestosome-1	951.198					
Q13505	Q13505	MTX1_HUMAN	MTX1	Metaxin-1	2455.71	1838.27	2633.43		3566.97	4310.05
Q13508	Q13508	NAR3_HUMAN	ART3	Ecto-ADP-ribosyltransferase 3	2550.48	4779.4	2250.51	16594.1	2707.01	5477.44
Q13510	Q13510	ASAH1_HUMAN	ASAH1	Acid ceramidase	1759.35	2193.35	970.684	2077.75	2503.98	4496.43
Q13522	Q13522	PPR1A_HUMAN	PPP1R1A	Protein phosphatase 1 regulatory subunit 1A	2374.13	1185.68	1694.59	1590.43	3387.56	2970.27
Q13526	Q13526	PIN1_HUMAN	PIN1	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	6069.28	6601.14	7407.78	5036.94	7020.5	5758.74
Q13554	Q13554	KCC2B_HUMAN	CAMK2B	Calcium/calmodulin-dependent protein kinase type II subunit beta	24672.2	28114.9	25302.6	18561.9	44158.3	56162.5
Q13555	Q13555	KCC2G_HUMAN	CAMK2G	Calcium/calmodulin-dependent protein kinase type II subunit gamma	6589.33	7243.34	7699.69	7705.26	8998.07	8666.36
Q13557	Q13557	KCC2D_HUMAN	CAMK2D	Calcium/calmodulin-dependent protein kinase type II subunit delta	7363.69	9336.44	7577.89	8532.15	14593	17791.1
Q13561	Q13561	DCTN2_HUMAN	DCTN2	Dynactin subunit 2	5907.9	6617.11	6938.23	6521.31	7180.9	7678.24
Q13586	Q13586	STIM1_HUMAN	STIM1	Stromal interaction molecule 1	2493.1	3379.5	2910.23	3596.07	2986.56	3200.8
Q13616	Q13616	CUL1_HUMAN	CUL1	Cullin-1	2034.93	2457.57	2921.57	1780.5	2302.6	1382.47
Q13617	Q13617	CUL2_HUMAN	CUL2	Cullin-2	924.04		1334.62			
Q13618	Q13618	CUL3_HUMAN	CUL3	Cullin-3	1934.52	2460.19	1997.98	3478.09	3752.51	5521.84
Q13619	Q13619	CUL4A_HUMAN	CUL4A	Cullin-4A	1833.88	2516.42	1684.34	2074.57	1676.68	1533.45
Q13642	Q13642	FHL1_HUMAN	FHL1	Four and a half LIM domains protein 1	295637	360381	445797	20278.7	315252	238999
Q13643	Q13643	FHL3_HUMAN	FHL3	Four and a half LIM domains protein 3	11590	15371.8	14779.8	9279.59	10840.5	8234.2
Q13683	Q13683	ITA7_HUMAN	ITGA7	Integrin alpha-7	2267.89	2450.95	1549.73	4955.41	4452.24	6109.06
Q13698	Q13698	CAC1S_HUMAN	CACNA1S	Voltage-dependent L-type calcium channel subunit alpha-1S	7752.47	8619.51	6827.07	7303.85	8229.77	5445.57
Q13724	Q13724	MOGS_HUMAN	MOGS	Mannosyl-oligosaccharide glucosidase	2025.29	2761.47	1906.54	2619.07	2993.17	3835.15
Q13813	Q13813	SPTN1_HUMAN	SPTAN1	Spectrin alpha chain, non-erythrocytic 1	34562.9	40117.2	27574.3	68760	88445	115135
Q13825	Q13825	AUHM_HUMAN	AUH	Methylglutaconyl-CoA hydratase, mitochondrial			1209.78			
Q13838	Q13838	DX39B_HUMAN	DDX39B	Spliceosome RNA helicase DDX39B	3863.62	4006.47	3198.08	10979.2	8150.97	9573.82
Q13867	Q13867	BLMH_HUMAN	BLMH	Bleomycin hydrolase	1873.56	2394.67	2190.89	2537.65	2448.6	2469.22
Q13884	Q13884	SNTB1_HUMAN	SNTB1	Beta-1-syntrophin	1717.03	5802.92	3603.6	5498.39	3680.91	4784.33
Q13885	Q13885	TBB2A_HUMAN	TUBB2A	Tubulin beta-2A chain					1425.55	1668.18
Q13907	Q13907	IDI1_HUMAN	IDI1	Isopentenyl-diphosphate Delta-isomerase 1	3117.71	1314.41	1388.14	4106.07	3035.2	2984.9
Q13976	Q13976	KGP1_HUMAN	PRKG1	cGMP-dependent protein kinase 1	1974.27	3018.27	2510.89			
Q14011	Q14011	CIRBP_HUMAN	CIRBP	Cold-inducible RNA-binding protein	9825.1	12005	5936.12	7256.92	16194.1	23455.8
Q14061	Q14061	COX17_HUMAN	COX17	Cytochrome c oxidase copper chaperone	769.587	851.319	576.399		1304.55	
Q14103	Q14103	HNRPD_HUMAN	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0	3943.7	3876.63	4470.9	9532.58	9431.77	13632
Q14108	Q14108	SCRB2_HUMAN	SCARB2	Lysosome membrane protein 2	2802.37	2146.71	1787.34	2205.64	2913.15	5066.59
Q14112	Q14112	NID2_HUMAN	NID2	Nidogen-2	21011.7	25845.5	25922.7	82884.9	68150.1	68416
Q14118	Q14118	DAG1_HUMAN	DAG1	Dystroglycan 1	17998.7	19336.8	17107.1	24080.2	26006.4	31668.6
Q14141	Q14141	SEPT6_HUMAN	SEPTIN6	Septin-6			232.251			
Q14152	Q14152	EIF3A_HUMAN	EIF3A	Eukaryotic translation initiation factor 3 subunit A	1607.09	2369.4	2110.45	2510.7	2223.62	2353.98
Q14166	Q14166	TTL12_HUMAN	TTLL12	Tubulin--tyrosine ligase-like protein 12		491.378			633.816	
Q14195	Q14195	DPYL3_HUMAN	DPYSL3	Dihydropyrimidinase-related protein 3	15052.5	14880.1	14723.7	14835.7	25620.3	21850.3
Q14197	Q14197	ICT1_HUMAN	MRPL58	Peptidyl-tRNA hydrolase ICT1, mitochondrial	1554.57	3263.83	2544.75		1656.28	4053.28
Q14203	Q14203	DCTN1_HUMAN	DCTN1	Dynactin subunit 1	3421.56	3356.88	3763.04	4180.34	5451.04	5266.85
Q14204	Q14204	DYHC1_HUMAN	DYNC1H1	Cytoplasmic dynein 1 heavy chain 1	18546.9	17996.7	19513.4	26308	31145.3	31881.2
Q14240	Q14240	IF4A2_HUMAN	EIF4A2	Eukaryotic initiation factor 4A-II	7463.01	8046.92	10464.2	9879.95	9998.44	8952.85
Q14254	Q14254	FLOT2_HUMAN	FLOT2	Flotillin-2	2210.29	2751.97	1869.82	3215.41	3914.63	7066.9
Q14257	Q14257	RCN2_HUMAN	RCN2	Reticulocalbin-2	1034.21	1180.9	1310.06		1771.05	1423.45
Q14315	Q14315	FLNC_HUMAN	FLNC	Filamin-C	217172	215519	245932	208012	318212	233383
Q14324	Q14324	MYPC2_HUMAN	MYBPC2	Myosin-binding protein C, fast-type	47225.9	120157	100165	68841.2	21951	36979.4
Q14353	Q14353	GAMT_HUMAN	GAMT	Guanidinoacetate N-methyltransferase	10581.5	15959.5	10018.5	9574.9	13524.1	19182.1
Q14376	Q14376	GALE_HUMAN	GALE	UDP-glucose 4-epimerase	2978.37	1847.41	5379.88		4830.95	
Q14558	Q14558	KPRA_HUMAN	PRPSAP1	Phosphoribosyl pyrophosphate synthase-associated protein 1	1092.04	2287.24	885.999		1419.16	
Q14624	Q14624	ITIH4_HUMAN	ITIH4	Inter-alpha-trypsin inhibitor heavy chain H4	3255.03	2064.1	2975.91	8304.99	4305.52	11842
Q14671	Q14671	PUM1_HUMAN	PUM1	Pumilio homolog 1	68.0496		24.7435			
Q14677	Q14677	EPN4_HUMAN	CLINT1	Clathrin interactor 1		1028.36	1315.3		1380.44	2064.03
Q14693	Q14693	LPIN1_HUMAN	LPIN1	Phosphatidate phosphatase LPIN1	1880.74	2529.29	896.029			
Q14697	Q14697	GANAB_HUMAN	GANAB	Neutral alpha-glucosidase AB	4463.76	4764.4	5312.88	6819.62	9588.75	8252.16
Q14738	Q14738	2A5D_HUMAN	PPP2R5D	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	1745.49	1466.16	1583.92	1972.35	2301.87	2374.34
Q14764	Q14764	MVP_HUMAN	MVP	Major vault protein	242.253	317.072	387.309			
Q14847	Q14847	LASP1_HUMAN	LASP1	LIM and SH3 domain protein 1	932.932	1548.01	479.349	1824.9	4192.39	4015.66
Q14894	Q14894	CRYM_HUMAN	CRYM	Ketimine reductase mu-crystallin		8418.13			2069.23	
Q14914	Q14914	PTGR1_HUMAN	PTGR1	Prostaglandin reductase 1	3218.19	5261.29	3456.63	3523.1	3795.35	3347.65
Q14974	Q14974	IMB1_HUMAN	KPNB1	Importin subunit beta-1	4871.97	7069.62	5439.57	5515.49	6460.21	7334.18
Q14980	Q14980	NUMA1_HUMAN	NUMA1	Nuclear mitotic apparatus protein 1	693.24	568.85	642.197	387.539	1533.46	1783.61
Q14BN4	Q14BN4	SLMAP_HUMAN	SLMAP	Sarcolemmal membrane-associated protein	10513.3	11565.4	10160.1	17739.7	14984.8	16438.1
Q15008	Q15008	PSMD6_HUMAN	PSMD6	26S proteasome non-ATPase regulatory subunit 6	4167.15	7074.55	6965.86	7372.52	8488.35	8939.72
Q15019	Q15019	SEPT2_HUMAN	SEPTIN2	Septin-2	2215.64	2606.54	1586.3	5969.76	6556.21	9392.57
Q15029	Q15029	U5S1_HUMAN	EFTUD2	116 kDa U5 small nuclear ribonucleoprotein component	1009.54	779.053	555.779			1628.88
Q15046	Q15046	SYK_HUMAN	KARS1	Lysine--tRNA ligase	1707.31	2083.75	2293.09	2779.48	2261.14	2820.36
Q15056	Q15056	IF4H_HUMAN	EIF4H	Eukaryotic translation initiation factor 4H	6661.48	8255.92	5025.6	5945.9	5338.95	7289.6
Q15063	Q15063	POSTN_HUMAN	POSTN	Periostin		1553.31		11012.4	19799.1	38390.8
Q15084	Q15084	PDIA6_HUMAN	PDIA6	Protein disulfide-isomerase A6	2611.11	4142.19	2788.31	5361.95	4441.75	7734.88
Q15102	Q15102	PA1B3_HUMAN	PAFAH1B3	Platelet-activating factor acetylhydrolase IB subunit alpha1	1680.35	3079.52	2031.88	6083.75	2594.72	4535.6
Q15119	Q15119	PDK2_HUMAN	PDK2	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial	654.399	1075.59	584.639	1555.31	1696.85	
Q15121	Q15121	PEA15_HUMAN	PEA15	Astrocytic phosphoprotein PEA-15	1678.71	2115.37	1698.35	2612.95	5226.76	4754.57
Q15124	Q15124	PGM5_HUMAN	PGM5	Phosphoglucomutase-like protein 5	7946.62	6062.04	9697.71	4718.23	11918.8	8549.26
Q15149	Q15149	PLEC_HUMAN	PLEC	Plectin	21663.4	22436	26224.2	33367.4	23667.2	26141.6
Q15165	Q15165	PON2_HUMAN	PON2	Serum paraoxonase/arylesterase 2	524.088		668.425		1197.25	
Q15172	Q15172	2A5A_HUMAN	PPP2R5A	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform					905.465	863.403
Q15181	Q15181	IPYR_HUMAN	PPA1	Inorganic pyrophosphatase	6070.07	6515.48	4428.19	4720.28	5114.65	5617.06
Q15185	Q15185	TEBP_HUMAN	PTGES3	Prostaglandin E synthase 3	6076.28	5872.93	4761.65	7698.57	9331.23	8580.34
Q15233	Q15233	NONO_HUMAN	NONO	Non-POU domain-containing octamer-binding protein					1059.84	465.575
Q15257	Q15257	PTPA_HUMAN	PTPA	Serine/threonine-protein phosphatase 2A activator	3592.18	2606.9	3939.52	7821.55	3771.39	6172.52
Q15293	Q15293	RCN1_HUMAN	RCN1	Reticulocalbin-1	3738.59	4072.18	3945.49	3174.07	5267.9	6226.88
Q15327	Q15327	ANKR1_HUMAN	ANKRD1	Ankyrin repeat domain-containing protein 1		1751.4		1076.6		9256.29
Q15365	Q15365	PCBP1_HUMAN	PCBP1	Poly(rC)-binding protein 1	10565.4	9548.22	8250.46	5043.93	10063	9321.92
Q15366	Q15366	PCBP2_HUMAN	PCBP2	Poly(rC)-binding protein 2	1345.39	487.207	2467.24	1627.59		3527.29
Q15369	Q15369	ELOC_HUMAN	ELOC	Elongin-C	10769.9	15827.2	13788.2	7012.74	13663.5	16060.8
Q15370	Q15370	ELOB_HUMAN	ELOB	Elongin-B	6436.93	5463.18	4978.16	2489.31	3517.07	4001.21
Q15404	Q15404	RSU1_HUMAN	RSU1	Ras suppressor protein 1	5045.4	1471.4	950.382		2349.32	3198.5
Q15427	Q15427	SF3B4_HUMAN	SF3B4	Splicing factor 3B subunit 4			492.062			878.879
Q15435	Q15435	PP1R7_HUMAN	PPP1R7	Protein phosphatase 1 regulatory subunit 7	3043.25	2961.97	2382.86	5280.96	5069.89	6190.27
Q15436	Q15436	SC23A_HUMAN	SEC23A	Protein transport protein Sec23A	1999.73	3601.1	2529.45		3924.58	5504.11
Q15555	Q15555	MARE2_HUMAN	MAPRE2	Microtubule-associated protein RP/EB family member 2	4219.14	3238.1	3645.35	4449.36	4089.3	5418.11
Q15582	Q15582	BGH3_HUMAN	TGFBI	Transforming growth factor-beta-induced protein ig-h3	1235.7	2366.92	1519.62	6070.48	5208.13	3555.28
Q15599	Q15599	NHRF2_HUMAN	SLC9A3R2	Na(+)/H(+) exchange regulatory cofactor NHE-RF2	845.482	279.608				
Q15631	Q15631	TSN_HUMAN	TSN	Translin	3177.53	5246.97	4133.36	4483.22	2747.76	4717.38
Q15642	Q15642	CIP4_HUMAN	TRIP10	Cdc42-interacting protein 4	5227.05	5500.33	5255.26		4564.69	4180.86
Q15691	Q15691	MARE1_HUMAN	MAPRE1	Microtubule-associated protein RP/EB family member 1			1353.35	4231.61	3223.39	3781.14
Q15717	Q15717	ELAV1_HUMAN	ELAVL1	ELAV-like protein 1	1012.78	1682.16	1655.55	3975.61	2248.19	2926.06
Q15772	Q15772	SPEG_HUMAN	SPEG	Striated muscle preferentially expressed protein kinase	2679.22	2686.07	2896.96	2984.66	3584.69	1840.98
Q15813	Q15813	TBCE_HUMAN	TBCE	Tubulin-specific chaperone E	466.965	525.311	282.217	746.701		561.868
Q15819	Q15819	UB2V2_HUMAN	UBE2V2	Ubiquitin-conjugating enzyme E2 variant 2	9164.84	11124.7	6412.29	16004.8	13140.3	10253.8
Q15843	Q15843	NEDD8_HUMAN	NEDD8	NEDD8	1733.15	1337.17	626.36			798.193
Q15847	Q15847	ADIRF_HUMAN	ADIRF	Adipogenesis regulatory factor	730.96	764.896	309.892	1451.44	1550.09	2018.52
Q15848	Q15848	ADIPO_HUMAN	ADIPOQ	Adiponectin	5353.39	4354.66	3894.57	18528.5	10310.1	11388.1
Q15907	Q15907	RB11B_HUMAN	RAB11B	Ras-related protein Rab-11B	4729.72	7070.85	4324.87	8492.36	9949.95	12566.7
Q15942	Q15942	ZYX_HUMAN	ZYX	Zyxin	723.826	705.441	953.485		871.828	1303.42
Q16082	Q16082	HSPB2_HUMAN	HSPB2	Heat shock protein beta-2	31890.5	45890	41454.6	37751.9	71000.9	90190.3
Q16134	Q16134	ETFD_HUMAN	ETFDH	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial	15884.4	14353.3	14533.7	8470.2	13126.5	5568.07
Q16181	Q16181	SEPT7_HUMAN	SEPTIN7	Septin-7	1128.75	780.619	1500.42	828.71	5047.84	2437.16
Q16270	Q16270	IBP7_HUMAN	IGFBP7	Insulin-like growth factor-binding protein 7		1154.74	594.307			1413.46
Q16363	Q16363	LAMA4_HUMAN	LAMA4	Laminin subunit alpha-4		2211.55	1230.81	5012.84	5969.89	6692.27
Q16401	Q16401	PSMD5_HUMAN	PSMD5	26S proteasome non-ATPase regulatory subunit 5	1661	1377.02	1389.76	1993.63	2688.35	2057.54
Q16531	Q16531	DDB1_HUMAN	DDB1	DNA damage-binding protein 1	6251.3	7504.57	6288.84	8055.85	8152.76	8936.49
Q16539	Q16539	MK14_HUMAN	MAPK14	Mitogen-activated protein kinase 14	2213.14	2124.4	3015.41	1083.12	1288.35	1584.18
Q16543	Q16543	CDC37_HUMAN	CDC37	Hsp90 co-chaperone Cdc37			307.875			
Q16555	Q16555	DPYL2_HUMAN	DPYSL2	Dihydropyrimidinase-related protein 2	4533.02	5270.06	3329.69	9077.75	14987.3	16386.5
Q16576	Q16576	RBBP7_HUMAN	RBBP7	Histone-binding protein RBBP7			1120.31			
Q16585	Q16585	SGCB_HUMAN	SGCB	Beta-sarcoglycan	8149.85	8931.04	8090.37	7598.57	7827.78	8944.91
Q16586	Q16586	SGCA_HUMAN	SGCA	Alpha-sarcoglycan	4980.71	16447.1	8236.95	24378.3	13617	17535.2
Q16595	Q16595	FRDA_HUMAN	FXN	Frataxin, mitochondrial	3489.2	3130.42	2745.83	4350.53		
Q16629	Q16629	SRSF7_HUMAN	SRSF7	Serine/arginine-rich splicing factor 7	1426.68		1808.63	2501.51	2922.57	2063.43
Q16658	Q16658	FSCN1_HUMAN	FSCN1	Fascin	1123.29	2161.49	1240.59	3146.07	8153.19	7705.81
Q16698	Q16698	DECR_HUMAN	DECR1	2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial	30032.9	32597.6	27076.7	15230.8	18264.6	9658.3
Q16718	Q16718	NDUA5_HUMAN	NDUFA5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	10729.5	15961.5	16986.2	2659.15	7421.65	2595.52
Q16762	Q16762	THTR_HUMAN	TST	Thiosulfate sulfurtransferase	15307.2	13869.6	16291.5	9961.02	8639.47	5695.94
Q16773	Q16773	KAT1_HUMAN	KYAT1	Kynurenine--oxoglutarate transaminase 1	972.697	1230.82	1758.89	1248.06		
Q16775	Q16775	GLO2_HUMAN	HAGH	Hydroxyacylglutathione hydrolase, mitochondrial	29582.3	33395	26912.3	6518.88	26094.2	20303.8
Q16777	Q16777	H2A2C_HUMAN	H2AC20	Histone H2A type 2-C	45059.6	18191.7	32066			
Q16795	Q16795	NDUA9_HUMAN	NDUFA9	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial	22909.9	18448.9	22416.2	10193.1	14496.1	5228.23
Q16816	Q16816	PHKG1_HUMAN	PHKG1	Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform	4399.04	8896.91	6147.55	3145.75	3667	2541.23
Q16821	Q16821	PPR3A_HUMAN	PPP1R3A	Protein phosphatase 1 regulatory subunit 3A	6124.13	8857.38	6775.86	4887.66	5483.02	5872.55
Q16836	Q16836	HCDH_HUMAN	HADH	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial	90935.9	75565	73337.9	41063.2	66443	26339.4
Q16851	Q16851	UGPA_HUMAN	UGP2	UTP--glucose-1-phosphate uridylyltransferase	54430.9	67762.7	59582.3	79940.7	82264.2	65175.5
Q16853	Q16853	AOC3_HUMAN	AOC3	Membrane primary amine oxidase	8747.4	8435.09	7053.15	17955.6	46337.1	76312.6
Q16881	Q16881	TRXR1_HUMAN	TXNRD1	Thioredoxin reductase 1, cytoplasmic	10501.6	12891.9	14224.3	6857.27	13363.6	11203.8
